name,price ($),weight (kg),length (m),width (m),height (m),shipment date,port of loading,Vessel,Dwell after shipping,Customer,Called for inspection
Box of Books,157.5,5.54,0.26,0.22,0.09,29/10/2022,Port of Tokyo (Japan),AURORA,57,14,N
Portable Charger,37.15,0.28,0.11,0.07,0.01,24/12/2022,Port of Tianjin (China),HANA,11,20,Y
Pallete of Tea,381.61,748.98,1.01,0.84,1.32,23/03/2022,Port of Tokyo (Japan),AURORA,74,17,N
Pallete of Water Bottles,53.99,205.02,1.15,1.5,1.13,27/03/2022,Port of Tianjin (China),LINDA,67,9,N
Microwave,150.73,12.9,0.58,0.56,0.23,01/08/2022,Port of Shanghai (China),HANA,15,3,Y
Garden Shears,27.31,0.9,0.25,0.1,0.04,18/12/2022,Port of Shanghai (China),LINDA,63,18,N
Television,280.08,8.02,0.7,0.63,0.28,17/05/2022,Port of Singapore (Singapore),AURORA,39,19,N
Guitar,72.71,4.67,0.77,0.48,0.05,14/10/2022,Port of Tokyo (Japan),SERENA,64,9,N
Pallete of Tea,257.73,750.79,1.14,0.84,1.48,14/04/2022,Port of Shanghai (China),LINDA,13,12,Y
Washing machine,699.89,97.02,0.61,0.79,0.83,17/06/2022,Port of Singapore (Singapore),HANA,28,20,N
Laptop Backpack,92.42,1.12,0.44,0.23,0.42,09/12/2022,Port of Tokyo (Japan),AURORA,74,4,N
Pallete of Clothing,193.85,747.4,1.08,0.9,1.39,24/08/2022,Port of Busan (South Korea),SAKURA,52,17,N
Pallete of Paper Towels,227.94,676.79,1.29,1.08,0.91,22/05/2022,Port of Tianjin (China),LINDA,69,2,N
Camera Bag,56.92,0.75,0.32,0.47,0.24,31/01/2022,Port of Busan (South Korea),AMELIA,68,17,N
Jar of Peanut Butter,8.58,0.58,0.13,0.12,0.1,18/11/2022,Port of Tianjin (China),LINDA,5,2,Y
Table Lamp,55.66,0.9,0.22,0.27,0.36,10/07/2022,Port of Shanghai (China),LINDA,27,15,N
Sofa,1716.64,152.13,1.15,0.86,0.8,13/07/2022,Port of Busan (South Korea),SERENA,58,12,N
Forklift,7977.23,6750.46,2.33,2.5,1.51,03/07/2022,Port of Singapore (Singapore),HANA,75,19,N
Pallete of Orange Juice,187.5,540.16,1.17,0.81,1.25,02/12/2022,Port of Shanghai (China),LINDA,47,5,N
Wheat Flour,35.27,2.91,0.4,0.5,0.3,06/01/2022,Port of Tokyo (Japan),AURORA,29,17,N
Picture Frame,14.21,0.21,0.29,0.18,0.01,12/02/2022,Port of Shanghai (China),LINDA,36,12,N
Toilet Brush,13.62,0.53,0.1,0.1,0.31,20/04/2022,Port of Busan (South Korea),AMELIA,11,8,Y
Soap Dispenser,19.71,0.47,0.16,0.17,0.28,10/01/2022,Port of Singapore (Singapore),AURORA,39,2,N
Rice,47.89,195.77,0.98,0.51,0.7,01/05/2022,Port of Singapore (Singapore),AURORA,27,2,N
Pallete of Cleaning Products,202.04,603.08,1.01,0.97,1.21,21/02/2022,Port of Shanghai (China),HANA,57,8,N
Duvet,156.22,4.16,2.02,1.64,0.14,12/07/2022,Port of Tianjin (China),HANA,4,2,Y
PC Mice,50.51,0.11,1.4,0.56,0.2,01/10/2022,Port of Tianjin (China),LINDA,62,3,N
Medium Flat Rate Box,17.66,0.45,0.69,0.28,0.14,24/03/2022,Port of Shanghai (China),LINDA,4,19,Y
Air Conditioner,1077.21,59.85,1.22,0.51,0.29,28/03/2022,Port of Busan (South Korea),AMELIA,35,9,N
Pallete of Plants,258.89,600.31,1.06,0.86,1.45,04/07/2022,Port of Singapore (Singapore),HANA,26,16,N
Washing machine,722.77,60.85,0.73,0.77,0.88,16/06/2022,Port of Tokyo (Japan),SAKURA,34,13,N
Electric Toothbrush,65.05,0.12,0.12,0.02,0.06,19/03/2022,Port of Tokyo (Japan),SERENA,31,4,N
Drone,1271.98,2.88,1.39,1.16,0.37,03/03/2022,Port of Shanghai (China),LINDA,65,3,N
Bicycle,267.05,13.27,1.68,0.7,0.8,13/06/2022,Port of Shanghai (China),HANA,6,19,Y
Lawn Edger,62.64,7.72,0.89,0.48,0.41,01/01/2022,Port of Singapore (Singapore),AURORA,31,18,N
Showerhead,25.09,1.02,0.37,0.2,0.1,03/10/2022,Port of Tokyo (Japan),SAKURA,53,9,N
Cement Bag,45.04,22.15,0.33,0.39,0.3,22/03/2022,Port of Tokyo (Japan),SERENA,38,6,N
Skipping Rope,9.82,0.19,1.83,0.08,0.03,28/03/2022,Port of Singapore (Singapore),AURORA,27,17,N
Pallete of Beer Cases,208.21,546.25,1.1,0.8,1.02,19/07/2022,Port of Shanghai (China),HANA,62,12,N
Headphones,185.16,0.21,0.13,0.13,0.16,17/05/2022,Port of Tianjin (China),LINDA,13,20,Y
Coffee Beans,22.79,1.08,0.39,0.3,0.16,23/05/2022,Port of Shanghai (China),HANA,11,5,Y
Fridge,818.83,82.25,1.3,0.63,0.89,26/11/2022,Port of Singapore (Singapore),AURORA,53,19,N
Hiking Boots,176.13,1.41,0.37,0.26,0.2,18/02/2022,Port of Singapore (Singapore),AURORA,32,8,N
Sprinkler System,406.05,5.83,0.96,0.93,0.13,04/07/2022,Port of Tianjin (China),LINDA,75,8,N
Extra Large Box,58.25,1.41,1.21,0.79,0.5,21/03/2022,Port of Tianjin (China),LINDA,54,4,N
Tablets,897.22,0.74,0.63,0.51,0.35,20/09/2022,Port of Singapore (Singapore),HANA,38,14,N
Gardening Gloves,6.65,0.42,0.14,0.09,0.06,19/07/2022,Port of Tokyo (Japan),SAKURA,39,6,N
Canister,29.81,3.97,0.27,0.38,0.21,27/03/2022,Port of Tianjin (China),LINDA,55,6,N
Pallete of Crackers,91.06,245.34,1.18,0.87,1.2,04/02/2022,Port of Busan (South Korea),SAKURA,72,14,N
Small Box,5.4,0.28,0.27,0.23,0.1,13/08/2022,Port of Tokyo (Japan),SAKURA,61,14,N
PC Mice,13,0.13,1.31,0.73,0.12,17/06/2022,Port of Tianjin (China),LINDA,3,7,Y
Guitar Case,117.92,7.38,1.03,0.41,1.14,16/07/2022,Port of Tianjin (China),LINDA,55,13,N
Palette Water Bottles,445.07,906.48,1.2,0.83,1,02/10/2022,Port of Tianjin (China),HANA,35,15,N
Big Bag with Plastic Scraps,165.95,1876.46,1.58,0.71,0.15,06/09/2022,Port of Tokyo (Japan),SERENA,101,14,N
Air Conditioner,1035.12,86.1,0.59,0.46,0.16,16/12/2022,Port of Busan (South Korea),SERENA,31,17,N
Desk Lamp,29.08,0.56,0.14,0.14,0.29,14/11/2022,Port of Shanghai (China),LINDA,27,9,N
Pallete of Coffee,347.31,820.82,1.2,0.85,1.46,26/04/2022,Port of Busan (South Korea),SERENA,66,10,N
Sneakers,289.06,1.21,0.4,0.37,0.37,18/02/2022,Port of Singapore (Singapore),AURORA,66,4,N
Bed,1003.1,73.42,1.2,1.53,1.16,21/04/2022,Port of Tianjin (China),LINDA,11,14,Y
Big Bag with Plastic Scraps,175.91,1032.42,1.56,0.72,0.21,22/12/2022,Port of Tianjin (China),LINDA,68,13,N
Table Lamp,54.67,0.93,0.23,0.29,0.35,27/05/2022,Port of Tianjin (China),HANA,71,5,N
Pallete of Chips,138.01,257.07,1.15,0.85,1.26,07/10/2022,Port of Tokyo (Japan),AURORA,41,15,N
Running Shoes,40.95,0.99,0.24,0.39,0.12,11/07/2022,Port of Shanghai (China),LINDA,58,8,N
Pallete of Coffee,326.42,910.67,1.11,0.93,1.25,22/12/2022,Port of Tokyo (Japan),SERENA,52,9,N
Coffee Beans,6.26,1.37,0.24,0.16,0.08,19/02/2022,Port of Tianjin (China),HANA,9,17,Y
Microwave,130.96,15.46,0.6,0.52,0.25,19/02/2022,Port of Shanghai (China),LINDA,29,5,N
Picture Frame,24.5,0.47,0.21,0.17,0.03,14/04/2022,Port of Singapore (Singapore),AURORA,25,4,N
Tennis Racket,47.96,0.59,0.68,0.26,0.14,15/07/2022,Port of Tianjin (China),HANA,61,15,N
Refrigerator,778.78,90.93,1.08,1.15,1.93,26/04/2022,Port of Tokyo (Japan),SAKURA,42,16,N
Sprinkler System,491.98,6.24,0.54,0.84,0.17,20/01/2022,Port of Shanghai (China),HANA,27,13,N
Big Bag with Chemicals,236.51,833.63,1.33,0.72,0.19,29/10/2022,Port of Singapore (Singapore),AURORA,58,17,N
Scooter,86.97,2.43,1.07,0.21,0.28,10/10/2022,Port of Tianjin (China),LINDA,74,8,N
Motorcycle,2379.84,254.64,2.04,0.78,1.21,28/10/2022,Port of Tianjin (China),LINDA,61,6,N
Television,530.52,8.01,0.8,0.21,0.13,15/04/2022,Port of Tianjin (China),LINDA,34,4,N
Camera,987.81,1.32,0.12,0.12,0.06,14/06/2022,Port of Tianjin (China),LINDA,39,12,N
Laptop,1609.19,1.47,0.35,0.31,0.04,16/12/2022,Port of Busan (South Korea),AMELIA,41,4,N
Pallete of Plants,222.21,584.08,1.07,0.97,1.31,28/03/2022,Port of Tokyo (Japan),AURORA,38,6,N
Sports Car,525346.55,1204.94,4.93,1.98,1.41,18/09/2022,Port of Shanghai (China),HANA,69,4,N
Dog Crate,80.55,19.38,1.08,0.48,0.29,21/09/2022,Port of Singapore (Singapore),AURORA,74,17,N
Fruit Basket,26.35,2.83,0.45,0.33,0.21,04/04/2022,Port of Singapore (Singapore),AURORA,57,9,N
Rice,98.93,194.51,0.81,0.43,0.57,30/08/2022,Port of Tianjin (China),LINDA,39,12,N
Pallete of Tires,648.79,1541.26,1.47,0.82,1.33,28/01/2022,Port of Tokyo (Japan),SERENA,90,3,N
Running Shoes,52.16,1.16,0.37,0.23,0.17,24/03/2022,Port of Shanghai (China),LINDA,45,14,N
Sofa,579.82,38.35,2.33,1.17,0.63,25/01/2022,Port of Shanghai (China),LINDA,6,6,Y
Toilet Brush,6.11,0.57,0.12,0.1,0.33,03/01/2022,Port of Tianjin (China),LINDA,25,3,N
Metal Pipes,58.04,52.08,2.07,0.11,1.78,11/02/2022,Port of Shanghai (China),LINDA,15,14,Y
Hair Dryer,75.87,1.43,0.2,0.18,0.11,13/12/2022,Port of Shanghai (China),LINDA,69,17,N
Rain Jacket,33.36,0.61,0.29,0.21,0.13,02/09/2022,Port of Shanghai (China),LINDA,61,4,N
Gaming Console,401.41,3.22,0.34,0.25,0.08,11/02/2022,Port of Tianjin (China),LINDA,69,10,N
Bluetooth Speaker,20.52,0.55,0.24,0.17,0.2,01/08/2022,Port of Tianjin (China),HANA,57,20,N
Backpack,36.12,1.35,0.42,0.32,0.1,30/03/2022,Port of Singapore (Singapore),AURORA,41,9,N
Camera Bag,48.7,0.61,0.22,0.43,0.25,28/04/2022,Port of Singapore (Singapore),AURORA,52,7,N
Pallete of Coffee,255.14,853.06,1.14,0.84,1.37,30/12/2022,Port of Tokyo (Japan),SAKURA,38,1,N
Insulation Rolls,24.52,8.67,1.04,0.64,0.07,20/09/2022,Port of Tianjin (China),LINDA,27,4,N
Smartphone,663.07,0.18,0.08,0.1,0.02,28/07/2022,Port of Shanghai (China),HANA,15,14,Y
Sofa,1226.52,180.91,1.32,0.98,0.95,06/08/2022,Port of Tianjin (China),LINDA,16,16,Y
Pool Table,800.78,199.05,2.16,1.11,0.69,19/11/2022,Port of Shanghai (China),LINDA,67,1,N
Medium Shipping Tube,11.93,0.28,0.49,0.15,0.56,14/07/2022,Port of Tianjin (China),HANA,6,20,Y
Hiking Boots,180.7,1.99,0.4,0.23,0.18,24/08/2022,Port of Shanghai (China),LINDA,10,2,Y
Sofa,202.51,37.42,1.68,1.26,0.64,12/05/2022,Port of Tianjin (China),HANA,12,18,Y
Camera,397.46,1.76,0.13,0.12,0.1,26/02/2022,Port of Tokyo (Japan),AURORA,62,2,N
Dumbbell Set,288.38,35.51,0.77,0.67,0.22,24/06/2022,Port of Shanghai (China),LINDA,47,2,N
Shelves,150.23,17.75,1.91,0.3,1.68,28/04/2022,Port of Shanghai (China),HANA,41,13,N
Bag of Flour,6.4,0.85,0.3,0.32,0.17,19/03/2022,Port of Busan (South Korea),SAKURA,38,7,N
Pallete of Wine Bottles,377.02,962.27,1.05,0.86,0.22,22/08/2022,Port of Singapore (Singapore),HANA,62,12,N
Pallete of Chips,132.14,263.95,1.19,0.96,1.36,20/09/2022,Port of Singapore (Singapore),AURORA,26,20,N
Drawstring Bag,10.35,0.99,0.14,0.2,0.17,24/07/2022,Port of Tianjin (China),LINDA,64,19,N
Printer,138.09,6.78,0.38,0.32,0.26,24/07/2022,Port of Busan (South Korea),SAKURA,71,10,N
Portable Charger,40.41,0.51,0.15,0.09,0.03,23/12/2022,Port of Tianjin (China),LINDA,65,9,N
Computer Monitor,280.71,3.38,0.53,0.21,0.17,17/08/2022,Port of Shanghai (China),LINDA,12,14,Y
Aluminum Sheets,54.4,44.62,1.62,1.48,0.01,10/04/2022,Port of Busan (South Korea),AMELIA,36,18,N
Headphones,36.42,0.13,0.17,0.12,0.06,15/08/2022,Port of Tianjin (China),LINDA,3,18,Y
Pallete of Clothing,157.14,804.75,1.08,0.87,1.5,16/01/2022,Port of Shanghai (China),HANA,26,10,N
Foam Roller,30.76,0.77,0.3,0.19,0.2,19/11/2022,Port of Busan (South Korea),SERENA,60,14,N
Drum Set,1147.54,84.46,0.82,0.7,1.47,04/12/2022,Port of Tianjin (China),HANA,16,15,Y
Running Belt,21.85,0.18,0.23,0.06,0.07,14/08/2022,Port of Singapore (Singapore),HANA,44,15,N
Large Box,28.35,0.85,0.96,0.47,0.37,30/11/2022,Port of Singapore (Singapore),AURORA,75,13,N
Dog Crate,93.27,15.18,0.53,0.46,0.25,27/01/2022,Port of Tokyo (Japan),AURORA,46,16,N
Hiking Boots,161.18,1.56,0.31,0.3,0.17,25/07/2022,Port of Shanghai (China),HANA,64,3,N
Large Flat Rate Box,27.71,0.69,0.83,0.55,0.33,04/05/2022,Port of Shanghai (China),HANA,75,6,N
Wheat Flour,60.34,3.58,0.4,0.5,0.3,26/08/2022,Port of Singapore (Singapore),AURORA,65,3,N
Large Box,39.31,0.83,0.71,0.42,0.3,11/06/2022,Port of Singapore (Singapore),AURORA,57,5,N
Stone Slabs,109.11,51.09,0.67,0.94,0.06,03/03/2022,Port of Tianjin (China),LINDA,34,6,N
Fridge,846.71,98.02,0.61,0.66,0.6,16/04/2022,Port of Shanghai (China),LINDA,15,15,Y
Coffee Maker,116.11,1.88,0.23,0.26,0.27,23/08/2022,Port of Singapore (Singapore),HANA,58,20,N
Guitar Case,137.7,4.44,1.13,0.52,1.19,19/04/2022,Port of Singapore (Singapore),AURORA,49,2,N
Headphones,148.26,0.17,0.18,0.2,0.14,14/07/2022,Port of Shanghai (China),LINDA,30,12,N
Running Shoes,84.5,0.82,0.3,0.29,0.1,11/09/2022,Port of Tianjin (China),HANA,66,10,N
Air Conditioner,1416.31,56.91,0.77,0.37,0.26,08/04/2022,Port of Shanghai (China),LINDA,41,18,N
Large Box,38.88,0.61,0.99,0.47,0.37,30/06/2022,Port of Singapore (Singapore),AURORA,47,12,N
Desk Chair,286.18,15.07,0.98,0.69,0.67,06/03/2022,Port of Tianjin (China),LINDA,9,16,Y
Gaming Console,717.88,2.66,0.36,0.28,0.13,16/09/2022,Port of Singapore (Singapore),AURORA,61,14,N
Pruning Saw,32.3,0.84,0.24,0.04,0.04,07/02/2022,Port of Tianjin (China),HANA,47,4,N
Pallete of Canned Fruit,154.95,427.81,1.12,0.9,1.23,22/04/2022,Port of Busan (South Korea),AMELIA,25,9,N
Air Conditioners,741.27,241.97,1.14,0.5,0.61,09/01/2022,Port of Shanghai (China),LINDA,43,3,N
Small Flat Rate Box,10.77,0.17,0.28,0.13,0.07,31/12/2022,Port of Busan (South Korea),SAKURA,69,14,N
Bananas,60.85,100.35,0.94,0.6,0.7,11/02/2022,Port of Tokyo (Japan),SAKURA,41,5,N
Pallete of Water Bottles,55,213.56,1.07,1.5,1,22/04/2022,Port of Busan (South Korea),AMELIA,65,7,N
Generators,3447.41,257.83,0.64,0.55,0.43,13/03/2022,Port of Busan (South Korea),SERENA,47,7,N
Measuring Cups and Spoons,24.72,1.19,0.32,0.29,0.12,02/04/2022,Port of Tianjin (China),HANA,8,2,Y
Glass Sheets,89.89,25.48,1.11,1.37,0.05,27/04/2022,Port of Singapore (Singapore),AURORA,61,11,N
Umbrella,10.84,0.36,0.51,0.17,0.12,23/10/2022,Port of Busan (South Korea),SAKURA,74,2,N
Speakers,478.41,2.18,0.41,0.35,0.49,07/03/2022,Port of Singapore (Singapore),AURORA,44,19,N
Umbrella,48.53,0.21,0.6,0.13,0.11,18/03/2022,Port of Tianjin (China),LINDA,44,5,N
Oranges,54.91,289.34,0.53,0.68,0.7,20/12/2022,Port of Tianjin (China),HANA,70,1,N
Portable Charger,40.94,0.29,0.16,0.08,0.02,01/07/2022,Port of Tianjin (China),LINDA,8,9,Y
Small Padded Envelope,2.17,0.19,0.17,0.08,0.04,16/04/2022,Port of Busan (South Korea),SAKURA,40,11,N
Breakfast Bundle,36.8,1.41,0.63,0.37,0.24,26/10/2022,Port of Shanghai (China),LINDA,15,19,Y
Pallete of Frozen Meat,568.29,1300.71,1.12,0.95,1.32,15/12/2022,Port of Tianjin (China),LINDA,28,4,Y
Pallete of Cement,247.79,1142.66,1.13,1,1.43,16/01/2022,Port of Singapore (Singapore),AURORA,97,5,N
Pallete of Shoes,480.44,1254.57,1.2,0.8,1.42,23/01/2022,Port of Busan (South Korea),AMELIA,66,12,N
Bed,697.64,71.21,2.33,1.65,1.26,31/03/2022,Port of Tianjin (China),LINDA,65,3,N
Bed,331.22,43.1,1.83,1.27,1.2,31/12/2022,Port of Busan (South Korea),AMELIA,7,3,Y
PVC Pipes,11.49,3.95,1.48,0.08,0.73,14/05/2022,Port of Singapore (Singapore),HANA,36,2,N
Medium Flat Rate Box,18.16,0.36,0.5,0.55,0.19,28/08/2022,Port of Singapore (Singapore),AURORA,44,9,N
Wheat Flour,63.84,3.7,0.4,0.5,0.3,03/12/2022,Port of Singapore (Singapore),AURORA,65,3,N
Pallete of Toys,256.19,1364.01,1.01,0.91,1.22,28/11/2022,Port of Shanghai (China),LINDA,29,1,Y
Pallete of Tea,368.73,735.31,1.11,0.99,1.39,12/07/2022,Port of Tokyo (Japan),SERENA,73,5,N
Tablets,2084.73,0.64,0.87,0.27,0.24,27/07/2022,Port of Busan (South Korea),AMELIA,49,3,N
Portable Charger,35.65,0.34,0.16,0.07,0.02,21/09/2022,Port of Tokyo (Japan),SERENA,67,6,N
Large Flat Rate Box,26.41,1.11,1.12,0.57,0.37,04/07/2022,Port of Busan (South Korea),AMELIA,37,4,N
Pallete of Apples,60.17,228.61,1.13,0.83,0.56,16/03/2022,Port of Tokyo (Japan),SERENA,54,14,N
Microwave,145.77,14.82,0.47,0.52,0.21,20/06/2022,Port of Busan (South Korea),SAKURA,74,11,N
Folding Table,47.31,7.69,0.56,0.6,0.08,30/12/2022,Port of Tianjin (China),LINDA,27,14,N
Small Box,8.1,0.21,0.22,0.25,0.19,12/06/2022,Port of Singapore (Singapore),HANA,42,13,N
Gaming Mouse,49.21,0.35,0.13,0.06,0.04,24/07/2022,Port of Tianjin (China),HANA,25,2,N
Soap Dispenser,10.76,0.53,0.12,0.15,0.21,02/12/2022,Port of Tianjin (China),LINDA,53,7,N
TV,830.02,11.16,1.74,1.19,0.29,09/07/2022,Port of Tianjin (China),HANA,38,3,N
Pallete of Books,267.32,849.28,1.03,0.8,1.02,22/12/2022,Port of Tokyo (Japan),SAKURA,45,1,N
Forklift,9931.08,6155.91,2.3,1.41,1.93,31/01/2022,Port of Busan (South Korea),AMELIA,84,7,N
Bricks,89.47,29.3,0.93,0.26,0.13,10/01/2022,Port of Tokyo (Japan),AURORA,68,8,N
Sofa,682.04,43.16,2.23,1.37,0.62,18/08/2022,Port of Busan (South Korea),SAKURA,50,19,N
Bluetooth Speaker,104.52,0.79,0.29,0.16,0.12,05/12/2022,Port of Tianjin (China),HANA,62,10,N
Large Box,35.05,0.83,0.87,0.53,0.4,28/04/2022,Port of Busan (South Korea),SERENA,43,20,N
Keyboard,207.4,0.78,0.65,0.25,0.13,14/08/2022,Port of Shanghai (China),LINDA,64,1,N
Large Box,37.16,0.61,0.88,0.48,0.37,30/11/2022,Port of Singapore (Singapore),HANA,62,13,N
Gaming Mouse,61.1,0.39,0.13,0.1,0.05,03/11/2022,Port of Tianjin (China),HANA,7,18,Y
Hedge Trimmer,143.69,6.54,1.07,0.28,0.23,30/07/2022,Port of Busan (South Korea),SERENA,60,14,N
Hiking Boots,196.32,1.15,0.41,0.12,0.32,20/09/2022,Port of Tianjin (China),LINDA,69,18,N
Flute,71.82,0.11,0.14,0.02,0.06,09/09/2022,Port of Singapore (Singapore),AURORA,73,20,N
Microwave,103.27,2.59,0.45,0.31,0.29,19/09/2022,Port of Singapore (Singapore),AURORA,70,14,N
Jet Ski,6720.49,190.41,2.02,1.35,1.45,10/07/2022,Port of Singapore (Singapore),AURORA,72,16,N
Laptop Bag,23.42,1.44,0.35,0.35,0.15,18/10/2022,Port of Tianjin (China),HANA,43,3,N
Hiking Boots,140.81,1.01,0.45,0.22,0.19,04/03/2022,Port of Shanghai (China),LINDA,40,14,N
Box of Clothes,63.02,6.47,0.46,0.53,0.5,15/07/2022,Port of Busan (South Korea),AMELIA,29,18,N
Lawn Sprinkler,37.39,0.59,0.43,0.14,0.19,26/07/2022,Port of Shanghai (China),LINDA,35,19,N
Microwave,109.64,16.61,0.59,0.54,0.23,19/09/2022,Port of Singapore (Singapore),HANA,55,2,N
Lawn Mower,237.54,25.68,1.02,0.66,0.7,19/04/2022,Port of Tokyo (Japan),SERENA,65,9,N
Motorcycle,654.22,268.02,2.1,1.15,1.07,20/03/2022,Port of Tianjin (China),LINDA,22,14,Y
Resistance Bands,20.87,0.27,0.44,0.02,0.03,16/05/2022,Port of Shanghai (China),HANA,62,2,N
Big Bag with Food Ingredients,148.99,627.3,1.16,0.57,0.18,30/03/2022,Port of Singapore (Singapore),HANA,60,18,N
Air Conditioner,651.55,88.65,0.5,0.49,0.19,07/03/2022,Port of Tianjin (China),LINDA,12,3,Y
Stone Slabs,147.33,96.28,0.96,0.6,0.1,25/10/2022,Port of Shanghai (China),HANA,61,11,N
Bassinet,276.84,7.59,0.92,0.6,0.51,25/03/2022,Port of Singapore (Singapore),AURORA,41,13,N
Pallete of Frozen Fish,559.97,1160.9,1.18,0.88,1.3,13/12/2022,Port of Singapore (Singapore),AURORA,70,12,N
Small Flat Rate Box,10.12,0.16,0.37,0.25,0.07,19/08/2022,Port of Shanghai (China),LINDA,11,1,Y
Armchair,265.69,38.86,1.2,1.15,0.92,07/09/2022,Port of Shanghai (China),LINDA,34,19,N
Sleeping Bag,97.93,2.72,1.19,0.72,0.32,01/12/2022,Port of Tokyo (Japan),SAKURA,65,13,N
Lawn Mower,108.01,25.42,1.07,1.09,0.4,24/02/2022,Port of Tokyo (Japan),SERENA,54,11,N
Coffee Maker,45.64,1.31,0.38,0.25,0.29,25/05/2022,Port of Tianjin (China),LINDA,5,18,Y
Garden Shovel,12.77,0.57,0.26,0.08,0.04,30/12/2022,Port of Singapore (Singapore),HANA,30,3,N
Box of Toys,36.53,2.41,0.28,0.37,0.5,18/01/2022,Port of Tokyo (Japan),SERENA,68,4,N
ATV,1192.72,458.51,2.62,1.49,1.06,03/10/2022,Port of Shanghai (China),HANA,21,16,Y
Dining Table,852.41,33.14,0.87,1,0.66,18/06/2022,Port of Singapore (Singapore),AURORA,52,20,N
Guitar Case,148.23,4.13,1.02,0.5,1.22,18/08/2022,Port of Tokyo (Japan),SAKURA,66,7,N
Big Bag with Plastic Scraps,130.76,1590.37,1.65,0.65,0.29,29/09/2022,Port of Tokyo (Japan),AURORA,77,9,N
Pallete of Frozen Fish,462.44,1184.67,1.16,0.84,1.21,09/05/2022,Port of Shanghai (China),LINDA,64,8,N
Refrigerator,1407.01,111.4,1.36,0.67,0.94,02/01/2022,Port of Busan (South Korea),SERENA,46,10,N
Suitcase,38.59,3.8,0.48,0.5,0.3,25/11/2022,Port of Tokyo (Japan),SAKURA,45,13,N
Tablets,1383.05,0.26,0.56,0.49,0.39,27/08/2022,Port of Singapore (Singapore),AURORA,53,1,N
Oranges,161.57,184.6,0.32,0.6,0.7,21/10/2022,Port of Tianjin (China),HANA,23,19,Y
Rain Jacket,77.9,0.99,0.34,0.26,0.11,01/03/2022,Port of Tokyo (Japan),SERENA,25,10,N
Lawn Edger,87.18,5.46,0.84,0.2,0.49,14/04/2022,Port of Busan (South Korea),AMELIA,63,7,N
Tablet,385.93,1.07,0.17,0.3,0.08,17/06/2022,Port of Tianjin (China),LINDA,9,3,Y
Resistance Bands,28.35,0.42,0.12,0.08,0.03,29/07/2022,Port of Busan (South Korea),SAKURA,65,16,N
Coffee Maker,243.13,1.71,0.3,0.22,0.33,16/08/2022,Port of Singapore (Singapore),AURORA,47,13,N
Electric Drill,77.82,3.97,0.29,0.29,0.28,02/09/2022,Port of Tianjin (China),LINDA,12,13,Y
Smartphone,725.5,0.15,0.06,0.07,0.02,29/07/2022,Port of Singapore (Singapore),AURORA,66,1,N
Refrigerator,1370.24,118.03,0.75,0.84,0.91,12/06/2022,Port of Tianjin (China),HANA,72,16,N
Carton of Eggs,3.82,0.92,0.12,0.08,0.13,23/07/2022,Port of Tokyo (Japan),SERENA,37,3,N
Dog Crate,77.65,14.78,0.79,0.58,0.31,10/06/2022,Port of Busan (South Korea),AMELIA,43,12,N
Pallete of Smartphones,5826.26,12578.81,0.47,0.35,0.1,04/02/2022,Port of Tianjin (China),LINDA,89,16,N
Sofa,700.61,43.12,2.06,1.39,0.6,15/07/2022,Port of Tokyo (Japan),AURORA,55,11,N
Cookware Set,279.91,3.92,0.47,0.41,0.16,18/11/2022,Port of Shanghai (China),HANA,71,9,N
Pallete of Crackers,92.96,237.35,1.01,0.99,1.23,19/07/2022,Port of Tokyo (Japan),AURORA,31,7,N
Glass Sheets,67.25,38.69,1.79,1.32,0.1,05/06/2022,Port of Tianjin (China),LINDA,73,11,N
Couch,405.71,58.7,1.9,1.38,0.95,11/12/2022,Port of Busan (South Korea),SERENA,56,4,N
Corn (Canned),53.84,92.4,0.4,0.3,0.3,07/04/2022,Port of Busan (South Korea),SERENA,31,11,N
Teapot,50.54,0.8,0.3,0.22,0.21,12/01/2022,Port of Tianjin (China),LINDA,4,3,Y
Bananas,171.48,357.73,0.9,0.6,0.7,26/12/2022,Port of Busan (South Korea),AMELIA,37,10,N
PC Mice,69.88,0.19,1.35,0.49,0.26,09/09/2022,Port of Tokyo (Japan),SAKURA,34,16,N
Car,56399.8,2864.07,4.5,1.98,1.52,16/04/2022,Port of Busan (South Korea),SERENA,93,6,N
Resistance Bands,25.12,0.59,0.12,0.06,0.01,03/12/2022,Port of Tianjin (China),LINDA,67,16,N
Pallete of Coffee,294.32,866.79,1.19,0.85,1.2,29/09/2022,Port of Busan (South Korea),SERENA,58,9,N
Water Bottle,13.55,1,0.21,0.22,0.06,30/09/2022,Port of Shanghai (China),HANA,65,17,N
Speakers,151.14,4.85,0.24,0.2,0.43,19/02/2022,Port of Busan (South Korea),SAKURA,41,6,N
Piano,19298.79,319.24,1.2,0.54,1.22,13/01/2022,Port of Shanghai (China),HANA,17,16,Y
Pallete of Shoes,1989.55,4374.92,1.1,0.8,1.05,26/02/2022,Port of Singapore (Singapore),AURORA,91,6,N
Medium Box,15.28,0.58,0.56,0.34,0.27,13/03/2022,Port of Shanghai (China),LINDA,30,16,N
ATV,2935.97,784.14,2.25,1.28,1.16,27/07/2022,Port of Tokyo (Japan),SAKURA,57,3,N
Sneakers,84.19,1.61,0.41,0.32,0.12,24/12/2022,Port of Singapore (Singapore),HANA,40,12,N
